name,credentials,category,description,city,zip,online,state,url,type
"Online DBT skills training for adults","Marriage & Family Therapist, LMFT","anxiety","This online DBT skills group uses a psycho-educational class format where the emphasis is on learning + practicing behavioral skills. These skills include mindfulness, emotion regulation, distress tolerance and interpersonal effectiveness. Skills are taught in a series of three modules, each lasting roughly two months. The first two weeks of each module cover and review mindfulness. The following six to eight weeks rotate through each of the remaining modules. All the modules will be covered in ","San Diego","92106","no","CA","https://www.psychologytoday.com/us/groups/online-dbt-skills-training-for-adults-san-diego-ca/260338","group"
"Grief and Loss Group","Associate Professional Clinical Counselor, APCC","anxiety","This is a 10-week grief and loss group for adults in San Diego navigating the grief process. The facilitator is a Licensed Professional Clinical Counselor with over a decade of experience leading Grief and Loss groups.  Grief is a process that all people will go through as a result of the death of an important person in their lives. While grief is universal, it can often feel extremely isolating– as if you are the only person who is going through the depths of painful loss. Connecting with other","San Diego","92110","no","CA","https://www.psychologytoday.com/us/groups/grief-and-loss-group/292659","group"
"Italy Wellness Retreat 2026","Marriage & Family Therapist, MS, LMFT","anxiety","I am hosting a small group wellness retreat in Italy May 18-May 23 designed for women seeking rest, clarity, and deeper self connection. Set in the Italian countryside, this retreat includes therapeutic workshops, guided reflection, nervous system regulation practices, and intentional group connection, alongside beautiful meals, spacious downtime, and cultural experiences. This experience is for women who want to step away from daily demands and return home feeling grounded, emotionally clear, a","San Diego","92101","no","CA","https://www.psychologytoday.com/us/groups/italy-wellness-retreat-2026-san-diego-ca/196732","group"
"Quieting Anxiety: Strategies For Social Confidence","Clinical Social Work/Therapist, LCSW","anxiety",", self-doubt, or discomfort in social situations. If you find yourself second-guessing what you say, worrying how others perceive you, or holding back from connecting, this group offers a supportive space to learn research-backed tools you can use daily. Topics include managing overthinking, navigating","San Diego","92103","no","CA","https://www.psychologytoday.com/us/groups/quieting-anxiety-strategies-for-social-confidence-san-diego-ca/291750","group"
"Healing your Relationship with Money","Marriage & Family Therapist Associate, MA, AMFT","anxiety","This 12 week small group centers financial wellness through somatic psychotherapy, exploring how stress, trauma, and inherited survival patterns shape our relationship with money.    Group runs: Feb 12th- Apr 30th, 2026 Learn more: https://forms.gle/2SinMxqRoNoJJtH29","San Diego","92108","no","CA","https://www.psychologytoday.com/us/groups/healing-your-relationship-with-money-san-diego-ca/281083","group"
"Jr's Trauma Care Initiative","Marriage & Family Therapist, MA, LMFT","anxiety","Welcome to Blue Sage Counseling (a Jr's Trauma Care Initiative enterprise). We strive to provide a safe space for all. It is our hope that working with us you will find a place where you can find peace and fulfillment in your life.  Our clinicians are here to help you on things from life transitions, to","San Diego","92173","no","CA","https://www.psychologytoday.com/us/groups/jrs-trauma-care-initiative-san-diego-ca/225335","group"
"Anxiety Support Group for Older Adults (Online)","Psychiatrist, MD","anxiety","Whether you're dealing with health changes, loneliness, caregiving, or simply want more inner peace, this group offers a chance to learn, connect, and grow in a supportive environment.  Come join a warm and welcoming online therapy group designed specifically for older adults who are navigating","San Diego","92117","no","CA","https://www.psychologytoday.com/us/groups/anxiety-support-group-for-older-adults-online-san-diego-ca/267460","group"
"Anger Management","Marriage & Family Therapist Associate","anxiety","Anger is a signal from our brains telling us exactly what to do. We must learn how to use that signal and hear what anger is telling us to do we begin to use anger effectively. However, we tend to hold it in and let it build up until it comes out in unproductive ways. Once we know what the signal of anger is telling us to do, anger becomes a very useful emotion that we will understand and no longer","San Diego","92123","no","CA","https://www.psychologytoday.com/us/groups/anger-management-san-diego-ca/235598","group"
"Ann Wyycoff, Ph.D.","Psychiatrist, MD","anxiety","and depression, marital and family issues, adjustment to life transitions, gender and identity issues, women’s issues, career issues, and increasing efficiency at work. Dr. Wycoff also conducts psychological testing and assessment. Dr. Wycoff uses cognitive-behavioral therapy and other treatment modalities.  “I have the best job in the world. I get to see people get better every day!”","San Diego","92108","no","CA","https://www.psychologytoday.com/us/groups/ann-wyycoff-phd-san-diego-ca/203522","group"
"Monthly Personal Development Master Classes","Marriage & Family Therapist, LMFT","anxiety",", Self Worth, Codependency, Communication, Parenting, Dating, Emotional Mastery, Anger Management, etc.","San Diego","92121","no","CA","https://www.psychologytoday.com/us/groups/monthly-personal-development-master-classes-san-diego-ca/198231","group"
"Mindfulness Group","Counselor, LPCC, LPCMH, CCDP-D, CCTP, C-DBT","anxiety",", PTSD, and depression.  In this group you will be able to share stressors and have group support in addition to learning mindful tools to decrease stress.  I will also add at the end some sound healing.  I charge $60.00 for the group.  This group will start May 2025 and will last for 6 weeks.","San Diego","92101","no","CA","https://www.psychologytoday.com/us/groups/mindfulness-group-san-diego-ca/206486","group"
"Wonder Woman You! (Online Sign-Up)","Marriage & Family Therapist, MA, LMFT","anxiety","(Group Meetings: March 5th, 12th, 19th & 26th  – 12:00-1:15 PST (ONLINE)) Have you ever had trouble holding your space?   Do you feel like…. -You are affected by other people’s emotions? -Other people’s emotions become your own? -You are overwhelmed by news about the people, animals, plants, or places that are impacted by tragedies or natural disasters? -You are easily overwhelmed by other people, places, crowds, news and the collective? -You take on the","San Diego","92130","no","CA","https://www.psychologytoday.com/us/groups/wonder-woman-you-online-sign-up-san-diego-ca/193715","group"
"Teen Eating Disorder Support Group","Marriage & Family Therapist, PhD, LMFT","anxiety","This group is for teens (age 13-18) who are in recovery from an eating disorder. Group will allow space to explore situations and relationships teens face while working on their own recovery. Through recovery teens must navigate school, peer relationships, family relationships, athletics, social media, and  diet culture amongst other things. We aim to make the group a safe space for teens to process both hard times and victories in their recovery while getting support from others who understand ","San Diego","92101","no","CA","https://www.psychologytoday.com/us/groups/teen-eating-disorder-support-group-san-diego-ca/243498","group"
